"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Cardigans","Jacqueline","F","51","Lynch","197.38077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Losers","29"
"Future Rock","Jacqueline","F","52","Lynch","239.90812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Gears","29"
"Lady GaGa","Jacqueline","F","53","Lynch","274.18077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Alejandro","29"
"Keyshia Cole","Jacqueline","F","54","Lynch","227.60444","paid","Atlanta-Sandy Springs-Roswell, GA","589","Superstar","29"
"Big Star","Jacqueline","F","55","Lynch","203.51955","paid","Atlanta-Sandy Springs-Roswell, GA","589","When My Baby's Beside Me","29"
"Armin van Buuren","Ryan","M","1","Smith","435.51302","free","San Jose-Sunnyvale-Santa Clara, CA","686","Hold On To Me","26"
"Harmonia","Jacqueline","F","56","Lynch","655.77751","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sehr kosmisch","29"
"Jermaine Jackson","Jacqueline","F","57","Lynch","206.8371","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Need You","29"
"The Sons Of the Pioneers","Jacqueline","F","58","Lynch","175.59465","paid","Atlanta-Sandy Springs-Roswell, GA","589","Cool Water","29"
"TiÃÂ«sto","Jacqueline","F","59","Lynch","231.73179","paid","Atlanta-Sandy Springs-Roswell, GA","589","In The Dark (ft. Christian Burns)","29"
"U2","Jacqueline","F","60","Lynch","247.66649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Window In The Skies","29"
"Kanye West / Nas / Really Doe","Jacqueline","F","61","Lynch","448.57424","paid","Atlanta-Sandy Springs-Roswell, GA","589","We Major","29"
"Radney Foster","Jacqueline","F","62","Lynch","288.96608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sweet And Wild","29"
"Binary Star","Jacqueline","F","63","Lynch","268.93016","paid","Atlanta-Sandy Springs-Roswell, GA","589","Solar Powered","29"
"Eminem","Jacqueline","F","64","Lynch","284.18567","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Real Slim Shady","29"
"Sick Puppies","Jacqueline","F","65","Lynch","248.58077","paid","Atlanta-Sandy Springs-Roswell, GA","589","What Are You Looking For","29"
"OneRepublic","Jacqueline","F","66","Lynch","224.67873","paid","Atlanta-Sandy Springs-Roswell, GA","589","Secrets","29"
"Say Anything","Jacqueline","F","67","Lynch","180.03546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Wow_ I Can Get Sexual Too","29"
"Nine Inch Nails","Jacqueline","F","68","Lynch","179.06893","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Warm Place","29"
"Bebe","Jacqueline","F","69","Lynch","234.762","paid","Atlanta-Sandy Springs-Roswell, GA","589","El Golpe","29"
"Pennywise","Jacqueline","F","70","Lynch","138.05669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Waste of Time","29"
"Justice","Jacqueline","F","71","Lynch","265.16853","paid","Atlanta-Sandy Springs-Roswell, GA","589","Waters Of Nazareth (album version)","29"
"Panic At The Disco","Jacqueline","F","72","Lynch","259.29098","paid","Atlanta-Sandy Springs-Roswell, GA","589","Behind The Sea [Live In Chicago]","29"
"Los LÃÂ¡tigos","Jacqueline","F","73","Lynch","122.17424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Besos Y Caricias","29"
"Sick Puppies","Jacqueline","F","74","Lynch","209.44934","paid","Atlanta-Sandy Springs-Roswell, GA","589","Maybe","29"
"David Crowder*Band","Jacqueline","F","75","Lynch","165.14567","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Saw The Light","29"
"Supersister","Jacqueline","F","76","Lynch","606.06649","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Girl Named You","29"
"Faith No More","Jacqueline","F","77","Lynch","249.86077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Last Cup Of Sorrow","29"
"Jet Black Stare","Jacqueline","F","78","Lynch","211.30404","paid","Atlanta-Sandy Springs-Roswell, GA","589","Rearview Mirror","29"
"Muse","Jacqueline","F","80","Lynch","209.50159","paid","Atlanta-Sandy Springs-Roswell, GA","589","Supermassive Black Hole (Twilight Soundtrack Version)","29"
"Nikka Costa","Jacqueline","F","81","Lynch","228.46649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Just Because","29"
"The Black Keys","Jacqueline","F","82","Lynch","139.51955","paid","Atlanta-Sandy Springs-Roswell, GA","589","I'll Be Your Man","29"
"ExposÃÂ©","Jacqueline","F","83","Lynch","249.41669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Let Me Be The One","29"
"Otis Rush","Jacqueline","F","84","Lynch","142.62812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sit Down Baby","29"
"Wavves","Jacqueline","F","85","Lynch","193.59302","paid","Atlanta-Sandy Springs-Roswell, GA","589","So Bored","29"
"Taking Back Sunday","Jacqueline","F","86","Lynch","234.08281","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Ballad Of Sal Villanueva (Album Version)","29"
"Apocalyptica","Jacqueline","F","87","Lynch","206.15791","paid","Atlanta-Sandy Springs-Roswell, GA","589","Quutamo","29"
"Reel Big Fish","Jacqueline","F","88","Lynch","158.51057","paid","Atlanta-Sandy Springs-Roswell, GA","589","Turn The Radio Off","29"
"Love Shop","Jacqueline","F","89","Lynch","308.1922","paid","Atlanta-Sandy Springs-Roswell, GA","589","En Nat Bliver Det Sommer","29"
"Erin McKeown","Jacqueline","F","90","Lynch","338.46812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Fast As I Can","29"
"Deadmau5","Jacqueline","F","91","Lynch","463.04608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Slip","29"
"Guns N' Roses","Jacqueline","F","92","Lynch","322.2722","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Garden","29"
"Dntel","Jacqueline","F","93","Lynch","226.82077","paid","Atlanta-Sandy Springs-Roswell, GA","589","I'd Like To Know","29"
"Faron Young","Jacqueline","F","94","Lynch","135.31383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Hello Walls","29"
"Fonseca","Jacqueline","F","95","Lynch","276.03546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Como Me Mira","29"
"Platero Y Tu","Magdalene","F","0","Herman","133.61587","free","Dallas-Fort Worth-Arlington, TX","656","Imanol","77"
"Goldfrapp","Jacqueline","F","96","Lynch","285.36118","paid","Atlanta-Sandy Springs-Roswell, GA","589","Beautiful","29"
"Simon Harris","Magdalene","F","1","Herman","195.83955","free","Dallas-Fort Worth-Arlington, TX","656","Sample Track 2","77"
"Hoobastank","Jacqueline","F","97","Lynch","202.57914","paid","Atlanta-Sandy Springs-Roswell, GA","589","Up And Gone","29"
"Various Artists - Delicious Vinyl","Jacqueline","F","98","Lynch","264.25424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Bust A Move","29"
"Buena Vista Social Club","Jacqueline","F","99","Lynch","174.28853","paid","Atlanta-Sandy Springs-Roswell, GA","589","La Bayamesa","29"
"Train","Jacqueline","F","100","Lynch","205.45261","paid","Atlanta-Sandy Springs-Roswell, GA","589","Marry Me","29"
"Diam's","Jacqueline","F","102","Lynch","250.72281","paid","Atlanta-Sandy Springs-Roswell, GA","589","Dans Ma Bulle (Edit Radio - Live 2006)","29"
"Seal","Jacqueline","F","103","Lynch","288.9922","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Beginning (Single Remix)","29"
"Flying Lotus","Jacqueline","F","104","Lynch","191.16363","paid","Atlanta-Sandy Springs-Roswell, GA","589","Hello","29"
"Belouis Some","Jacqueline","F","105","Lynch","331.15383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Imagination (12'' Version)","29"
"Estuera","Chloe","F","1","Cuevas","505.44281","paid","San Francisco-Oakland-Hayward, CA","695","Palma Solane","49"
"The Fray","Jacqueline","F","106","Lynch","256.60036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Never Say Never","29"
"Muse","Jacqueline","F","107","Lynch","223.63383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sunburn [Live]","29"
"The Libertines","Chloe","F","2","Cuevas","160.39138","paid","San Francisco-Oakland-Hayward, CA","695","Up The Bracket","49"
"Taylor Swift","Jacqueline","F","108","Lynch","233.89995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Love Story","29"
"Bobby Lee","Jacqueline","F","109","Lynch","247.43138","paid","Atlanta-Sandy Springs-Roswell, GA","589","Be Aware","29"
"Great White","Jacqueline","F","110","Lynch","357.14567","paid","Atlanta-Sandy Springs-Roswell, GA","589","House Of Broken Love","29"
"Boys Noize","Jacqueline","F","112","Lynch","330.762","paid","Atlanta-Sandy Springs-Roswell, GA","589","DonÃÂ´t Believe The Hype","29"
"Katy Perry","Jacqueline","F","113","Lynch","179.40853","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Kissed A Girl","29"
"Platero Y Tu","Jacqueline","F","114","Lynch","133.61587","paid","Atlanta-Sandy Springs-Roswell, GA","589","Imanol","29"
"Kim Carnes","Jacqueline","F","115","Lynch","217.28608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Crazy In The Night (Barking At Airplanes)","29"
"Apollo 100","Jacqueline","F","116","Lynch","163.42159","paid","Atlanta-Sandy Springs-Roswell, GA","589","Joy","29"
"The Black Keys","Jacqueline","F","117","Lynch","191.76444","paid","Atlanta-Sandy Springs-Roswell, GA","589","Howlin For You","29"
"Gorod","Jacqueline","F","118","Lynch","291.02975","paid","Atlanta-Sandy Springs-Roswell, GA","589","Disavow your God (Album Version)","29"
"Jack Johnson","Jacqueline","F","123","Lynch","264.82893","paid","Atlanta-Sandy Springs-Roswell, GA","589","Monsoon","29"
"M.I.A.","Chloe","F","5","Cuevas","206.13179","paid","San Francisco-Oakland-Hayward, CA","695","Paper Planes","49"
"Caribou","Jacqueline","F","124","Lynch","315.48036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Odessa","29"
"Missy Elliott","Chloe","F","6","Cuevas","256.54812","paid","San Francisco-Oakland-Hayward, CA","695","Meltdown (Amended Album Version)","49"
"Los Originales De San Juan","Jacqueline","F","125","Lynch","156.73424","paid","Atlanta-Sandy Springs-Roswell, GA","589","El Infeliz","29"
"Michael BublÃÂ©","Chloe","F","7","Cuevas","152.08444","paid","San Francisco-Oakland-Hayward, CA","695","All I Do Is Dream Of You (Album Version)","49"
"Weezer","Jacqueline","F","126","Lynch","139.65016","paid","Atlanta-Sandy Springs-Roswell, GA","589","Photograph","29"
"Gary Stewart","Chloe","F","8","Cuevas","182.67383","paid","San Francisco-Oakland-Hayward, CA","695","Back Sliders Wine","49"
"Travie McCoy","Aiden","M","1","Hess","211.12118","free","La Crosse-Onalaska, WI-MN","687","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","86"
"Professor Longhair","Ann","F","0","Banks","214.20363","free","Salt Lake City, UT","124","Mean Ol'World","99"
"Gary Hobbs","Jahiem","M","1","Miles","245.52444","free","San Antonio-New Braunfels, TX","42","En Mi Mundo","43"
"Lifehouse","Jahiem","M","2","Miles","203.59791","free","San Antonio-New Braunfels, TX","42","We'll Never Know","43"
"Olivia Ruiz","Jahiem","M","3","Miles","254.74567","free","San Antonio-New Braunfels, TX","42","Cabaret Blanco","43"
"Jordan Rudess","Cecilia","F","1","Owens","1367.84934","free","Atlanta-Sandy Springs-Roswell, GA","225","Tarkus","6"
"Deerhunter","Jayden","M","0","Graves","162.08934","paid","Marinette, WI-MI","128","Weird Era","25"
"Daughtry","Jayden","M","1","Graves","249.91302","paid","Marinette, WI-MI","128","No Surprise","25"
"Vinylshakerz","Jayden","M","6","Graves","207.25506","paid","Marinette, WI-MI","128","Club Tropicana","25"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Jayden","M","7","Graves","277.15873","paid","Marinette, WI-MI","128","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","25"
"Son House","Jayden","M","8","Graves","182.43873","paid","Marinette, WI-MI","128","Depot Blues","25"
"Jason Mraz & Colbie Caillat","Jayden","M","9","Graves","189.6224","paid","Marinette, WI-MI","128","Lucky (Album Version)","25"
"The Romantics","Jayden","M","10","Graves","233.7171","paid","Marinette, WI-MI","128","Talking In Your Sleep","25"
"The Postal Service","Jayden","M","11","Graves","266.47465","paid","Marinette, WI-MI","128","Such Great Heights","25"
"Tweet","Jayden","M","12","Graves","281.80853","paid","Marinette, WI-MI","128","Always Will (LP Version)","25"
"Gang Starr/Inspectah Deck","Jayden","M","13","Graves","225.07057","paid","Marinette, WI-MI","128","Above The Clouds (Edited)","25"
"Kanye West","Jayden","M","14","Graves","164.38812","paid","Marinette, WI-MI","128","Coldest Winter","25"
"Shunza","Jayden","M","15","Graves","250.93179","paid","Marinette, WI-MI","128","Nan Ni Wan","25"
"Erykah Badu","Jayden","M","16","Graves","286.9024","paid","Marinette, WI-MI","128","Back In The Day","25"
"Mariza","Maia","F","0","Burke","239.3073","free","Houston-The Woodlands-Sugar Land, TX","143","Vielas De Alfama","51"
"Asia 2001","Jayden","M","22","Graves","150.30812","paid","Marinette, WI-MI","128","Epilogue","25"
"Alejandro Sanz","Maia","F","1","Burke","230.24281","free","Houston-The Woodlands-Sugar Land, TX","143","Non E_ Per Te_ Per Me","51"
"The Casualties","Jayden","M","23","Graves","131.23873","paid","Marinette, WI-MI","128","Fight For Your Life","25"
"Alliance Ethnik","Jayden","M","24","Graves","252.21179","paid","Marinette, WI-MI","128","ReprÃÂ©sente","25"
"Hey Monday","Jayden","M","25","Graves","222.98077","paid","Marinette, WI-MI","128","Run_ Don't Walk","25"
"Silverchair","Jayden","M","26","Graves","213.13261","paid","Marinette, WI-MI","128","The Door","25"
"El DeBarge","Jayden","M","27","Graves","323.47383","paid","Marinette, WI-MI","128","Love Always","25"
"Evanescence","Jayden","M","28","Graves","236.12036","paid","Marinette, WI-MI","128","Bring Me To Life","25"
"Ludovico Einaudi","Jayden","M","30","Graves","249.02485","paid","Marinette, WI-MI","128","The Snow Prelude No. 2","25"
"Caifanes","Jayden","M","31","Graves","210.88608","paid","Marinette, WI-MI","128","Ayer Me Dijo Un Ave","25"
"The xx","Jayden","M","32","Graves","188.55138","paid","Marinette, WI-MI","128","Basic Space","25"
"Swizz Beatz","Jayden","M","33","Graves","213.7073","paid","Marinette, WI-MI","128","Big Munny","25"
"OutKast","Jayden","M","34","Graves","239.35955","paid","Marinette, WI-MI","128","Ms. Jackson","25"
"The Black Keys","Jayden","M","35","Graves","300.30322","paid","Marinette, WI-MI","128","The Only One","25"
"Nappy Roots [featuring Anthony Hamilton]","Jayden","M","36","Graves","248.00608","paid","Marinette, WI-MI","128","Po' Folks","25"
"Whitesnake","Jayden","M","37","Graves","250.3571","paid","Marinette, WI-MI","128","Fool For Your Loving","25"
"Foolish Things","Jayden","M","38","Graves","266.86649","paid","Marinette, WI-MI","128","Who Can Compare","25"
"Soda Stereo","Jayden","M","39","Graves","317.6224","paid","Marinette, WI-MI","128","PrÃÂ³fugos","25"
"Edward Sharpe & The Magnetic Zeros","Jayden","M","40","Graves","306.31138","paid","Marinette, WI-MI","128","Home","25"
"Anberlin","Aleena","F","0","Kirby","258.42893","paid","Waterloo-Cedar Falls, IA","196","Dismantle. Repair.","44"
"L-7","Aleena","F","2","Kirby","168.56771","paid","Waterloo-Cedar Falls, IA","196","Shitlist","44"
"Future Of The Left","Aleena","F","4","Kirby","112.63955","paid","Waterloo-Cedar Falls, IA","196","Fingers Become Thumbs","44"
"Franz Ferdinand","Aleena","F","5","Kirby","206.28853","paid","Waterloo-Cedar Falls, IA","196","Call Me","44"
"Travie McCoy","Aleena","F","6","Kirby","211.12118","paid","Waterloo-Cedar Falls, IA","196","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","44"
"Lily Allen","Aleena","F","7","Kirby","194.76853","paid","Waterloo-Cedar Falls, IA","196","Smile","44"
"Rancid","Aleena","F","8","Kirby","223.65995","paid","Waterloo-Cedar Falls, IA","196","Fall Back Down (Album Version)","44"
"Katy Perry","Aleena","F","9","Kirby","228.49261","paid","Waterloo-Cedar Falls, IA","196","I'm Still Breathing","44"
"Freestylers","Aleena","F","10","Kirby","340.06159","paid","Waterloo-Cedar Falls, IA","196","Punks (Krafty Kuts Remix)","44"
"Kid Rock","Rylan","M","1","George","296.95955","free","Birmingham-Hoover, AL","15","All Summer Long (Album Version)","16"
"LITE","Aleena","F","11","Kirby","248.08444","paid","Waterloo-Cedar Falls, IA","196","On A Gloomy Evening","44"
"The Killers","Rylan","M","2","George","220.89098","free","Birmingham-Hoover, AL","15","When You Were Young","16"
"Hymie's Basement","Aleena","F","12","Kirby","175.38567","paid","Waterloo-Cedar Falls, IA","196","Ghost Dream","44"
"Pavement","Aleena","F","13","Kirby","195.73506","paid","Waterloo-Cedar Falls, IA","196","Rooftop Gambler","44"
"Trey Songz","Rylan","M","3","George","205.81832","free","Birmingham-Hoover, AL","15","Can't Help But Wait (Album Version)","16"
"Shakira","Aleena","F","14","Kirby","159.05914","paid","Waterloo-Cedar Falls, IA","196","La Pared","44"
"Billy J Kramer & The Dakotas","Rylan","M","4","George","191.32036","free","Birmingham-Hoover, AL","15","Tennessee Waltz (Live)","16"
"Arctic Monkeys","Aleena","F","15","Kirby","138.10893","paid","Waterloo-Cedar Falls, IA","196","D is for Dangerous","44"
"Dashboard Confessional","Rylan","M","5","George","224.54812","free","Birmingham-Hoover, AL","15","Ghost Of A Good Thing","16"
"Moby","Aleena","F","18","Kirby","196.75383","paid","Waterloo-Cedar Falls, IA","196","Lift Me Up","44"
"Dan Deacon","Aleena","F","19","Kirby","483.89179","paid","Waterloo-Cedar Falls, IA","196","Snookered","44"
"Puddle Of Mudd","Aleena","F","20","Kirby","210.80771","paid","Waterloo-Cedar Falls, IA","196","Psycho","44"
"Red Hot Chili Peppers","Aleena","F","21","Kirby","334.65424","paid","Waterloo-Cedar Falls, IA","196","Snow [Hey Oh] (Album Version)","44"
"The Barbarians","Aleena","F","22","Kirby","149.44608","paid","Waterloo-Cedar Falls, IA","196","Memphis_ Tennessee","44"
"Julia Fordham","Aleena","F","23","Kirby","213.44608","paid","Waterloo-Cedar Falls, IA","196","Jump (Live)","44"
"Alicia Keys","Aleena","F","24","Kirby","455.52281","paid","Waterloo-Cedar Falls, IA","196","Streets Of New York (City Life)","44"
"Regina Spektor","Aleena","F","25","Kirby","247.69261","paid","Waterloo-Cedar Falls, IA","196","Another Town","44"
"Deborah Harry & Iggy Pop","Aleena","F","26","Kirby","207.49016","paid","Waterloo-Cedar Falls, IA","196","Well Did You Evah!","44"
"Dr. Dre / Eminem / Alvin Joiner","Aleena","F","27","Kirby","244.21832","paid","Waterloo-Cedar Falls, IA","196","What's The Difference","44"
"Marcel Woods","Aleena","F","28","Kirby","424.33261","paid","Waterloo-Cedar Falls, IA","196","Advanced (Ton T.B. Mix)","44"
"OneRepublic","Aleena","F","29","Kirby","208.14322","paid","Waterloo-Cedar Falls, IA","196","Apologize","44"
"Beastie Boys","Aleena","F","30","Kirby","172.22485","paid","Waterloo-Cedar Falls, IA","196","The Maestro","44"
"Paramore","Aleena","F","31","Kirby","267.65016","paid","Waterloo-Cedar Falls, IA","196","The Only Exception (Album Version)","44"
"Varios","Aleena","F","32","Kirby","204.64281","paid","Waterloo-Cedar Falls, IA","196","Hasta siempre","44"
"The Black Keys","Aleena","F","33","Kirby","191.76444","paid","Waterloo-Cedar Falls, IA","196","Howlin For You","44"
"Muse","Aleena","F","34","Kirby","198.79138","paid","Waterloo-Cedar Falls, IA","196","Feeling Good","44"
"Frankie J","Aleena","F","35","Kirby","254.32771","paid","Waterloo-Cedar Falls, IA","196","Daddy's Little Girl","44"
"Kirk Franklin & The Family","Aleena","F","36","Kirby","418.71628","paid","Waterloo-Cedar Falls, IA","196","Now Behold The Lamb","44"
"Cooly's Hot Box","Aleena","F","37","Kirby","371.06893","paid","Waterloo-Cedar Falls, IA","196","Make Me Happy","44"
"Ron Van Den Beuken","Cecilia","F","0","Owens","506.5922","free","Atlanta-Sandy Springs-Roswell, GA","229","Timeless","6"
"Sparks","Aleena","F","38","Kirby","199.02649","paid","Waterloo-Cedar Falls, IA","196","Lost And Found","44"
"Regina Spektor","Aleena","F","39","Kirby","191.08526","paid","Waterloo-Cedar Falls, IA","196","The Calculation (Album Version)","44"
"Subhumans","Aleena","F","40","Kirby","209.37098","paid","Waterloo-Cedar Falls, IA","196","Rain","44"
"Sia","Aleena","F","43","Kirby","302.602","paid","Waterloo-Cedar Falls, IA","196","Beautiful Calm Driving","44"
"Shadows Fall","Aleena","F","44","Kirby","178.65098","paid","Waterloo-Cedar Falls, IA","196","Lead Me Home","44"
"Eminem / Dr. Dre / 50 Cent","Aleena","F","45","Kirby","297.56036","paid","Waterloo-Cedar Falls, IA","196","Crack A Bottle","44"
"Vampire Weekend","Aleena","F","46","Kirby","195.7873","paid","Waterloo-Cedar Falls, IA","196","Oxford Comma (Album)","44"
"Eddie Floyd","Lily","F","1","Burns","198.19057","free","New York-Newark-Jersey City, NY-NJ-PA","31","Guess Who","32"
"The Swell Season","Sylvie","F","0","Cruz","319.13751","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","220","If You Want Me (Live)","10"
"Alex Band","Jordan","F","0","Hicks","238.8371","free","Salinas, CA","145","Tonight (Single Mix)","37"
"Nightwish","Sylvie","F","1","Cruz","305.97179","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","220","The Islander","10"
"Cartola","Brantley","M","0","West","172.12036","free","Portland-Vancouver-Hillsboro, OR-WA","133","As Rosas NÃÂ£o Falam","28"
"Vampire Weekend","Brantley","M","1","West","269.16526","free","Portland-Vancouver-Hillsboro, OR-WA","133","I Think Ur A Contra","28"
"Sebadoh","Brantley","M","2","West","210.18077","free","Portland-Vancouver-Hillsboro, OR-WA","133","Hassle","28"
"Incubus","Brantley","M","3","West","212.74077","free","Portland-Vancouver-Hillsboro, OR-WA","133","Wish You Were Here","28"
"Blue States","Brantley","M","4","West","239.3073","free","Portland-Vancouver-Hillsboro, OR-WA","133","Allies","28"
"Octopus Project","Magdalene","F","1","Herman","498.33751","free","Dallas-Fort Worth-Arlington, TX","141","Hypnopaedia","77"
"Mike Posner","Jahiem","M","0","Miles","214.7522","free","San Antonio-New Braunfels, TX","228","Cooler Than Me","43"
"Alliance Ethnik","Chloe","F","0","Roth","252.21179","free","Indianapolis-Carmel-Anderson, IN","176","ReprÃÂ©sente","78"
"Gang Starr/Inspectah Deck","Chloe","F","3","Roth","225.07057","free","Indianapolis-Carmel-Anderson, IN","176","Above The Clouds (Edited)","78"
"Was (Not Was)","Braden","M","1","Parker","239.15057","free","Youngstown-Warren-Boardman, OH-PA","164","Shake Your Head","74"
"23 Skidoo","Chloe","F","4","Roth","370.88608","free","Indianapolis-Carmel-Anderson, IN","176","Crossfire","78"
"Dwight Yoakam","Chloe","F","5","Roth","239.3073","free","Indianapolis-Carmel-Anderson, IN","176","You're The One","78"
"Finger Eleven","Adler","M","1","Barrera","259.68281","free","New York-Newark-Jersey City, NY-NJ-PA","198","Obvious Heart","100"
"Shaggy","Adler","M","2","Barrera","212.97587","free","New York-Newark-Jersey City, NY-NJ-PA","198","Intoxication","100"
"Kid Cudi","Anabelle","F","0","Simpson","227.34322","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","235","Up Up & Away","69"
"Klaus Doldinger's Passport","Adler","M","3","Barrera","460.43383","free","New York-Newark-Jersey City, NY-NJ-PA","198","Fairy Tale","100"
"Aesop Rock","Anabelle","F","1","Simpson","245.65506","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","235","None Shall Pass (Main)","69"
"Salt 'n' Pepa with En Vogue","Bronson","M","0","Harris","296.202","free","Eugene, OR","134","Whatta Man (Salt-N-Pepa Featuring En Vogue) (EP Version)","33"
"Tiger Army","Bronson","M","1","Harris","129.38404","free","Eugene, OR","134","Ghost Tigers Rise (Album Version)","33"
"NEEDTOBREATHE","Bronson","M","2","Harris","225.82812","free","Eugene, OR","134","Don't Wait For Daylight (Album Version)","33"
"Baby Huey & The Baby Sitters","Tegan","F","0","Levine","194.7424","free","Portland-South Portland, ME","243","Hard Times (LP Version)","80"
"Justin Bieber","Tegan","F","1","Levine","220.89098","free","Portland-South Portland, ME","243","Somebody To Love","80"
"David Byrne & Fatboy Slim feat. Charmaine Clamor","Tegan","F","2","Levine","238.65424","free","Portland-South Portland, ME","243","Walk Like A Woman (Album Version)","80"
"Taylor Swift","Tegan","F","3","Levine","230.47791","free","Portland-South Portland, ME","243","You Belong With Me","80"
"Ottmar Liebert","Tegan","F","4","Levine","174.54975","free","Portland-South Portland, ME","243","Festival (Of 7 Lights)","80"
"The Roots","Jacob","M","0","Klein","285.6224","paid","Tampa-St. Petersburg-Clearwater, FL","72","Dynamite!","73"
"Foo Fighters","Jacob","M","1","Klein","235.28444","paid","Tampa-St. Petersburg-Clearwater, FL","72","Learn To Fly","73"
"El Hombre Burbuja","Jacob","M","2","Klein","161.33179","paid","Tampa-St. Petersburg-Clearwater, FL","72","Buzos (En La Luna)","73"
"Rock Kills Kid","Jacob","M","3","Klein","271.38567","paid","Tampa-St. Petersburg-Clearwater, FL","72","Back To Life (Album Version)","73"
"Manu Chao","Jacob","M","4","Klein","288.15628","paid","Tampa-St. Petersburg-Clearwater, FL","72","Me Quedo Contigo [Si Me Das A Elegir]","73"
"B.o.B","Jacob","M","5","Klein","269.63546","paid","Tampa-St. Petersburg-Clearwater, FL","72","Nothin' On You [feat. Bruno Mars] (Album Version)","73"
"Baby Boy Da Prince / Mannie Fresh","Jacob","M","6","Klein","235.2322","paid","Tampa-St. Petersburg-Clearwater, FL","72","Naw Meen","73"
"Gerry Rafferty","Jacob","M","7","Klein","224.39138","paid","Tampa-St. Petersburg-Clearwater, FL","72","Don't Close The Door","73"
"the bird and the bee","Jacob","M","10","Klein","165.642","paid","Tampa-St. Petersburg-Clearwater, FL","72","Again & Again","73"
"Blur","Jacob","M","11","Klein","361.58649","paid","Tampa-St. Petersburg-Clearwater, FL","72","Sing","73"
"Puerto Rican Power","Jacob","M","12","Klein","305.44934","paid","Tampa-St. Petersburg-Clearwater, FL","72","Juguete De Nadie","73"
"Hercules And Love Affair","Jacob","M","13","Klein","471.74485","paid","Tampa-St. Petersburg-Clearwater, FL","72","Blind (Frankie Knuckles Remix)","73"
"BeyoncÃÂ©","Jacob","M","14","Klein","235.67628","paid","Tampa-St. Petersburg-Clearwater, FL","72","Kitty Kat","73"
"Burt Bacharach","Jacob","M","15","Klein","200.54159","paid","Tampa-St. Petersburg-Clearwater, FL","72","Pacific Coast Highway","73"
"Common","Jacob","M","16","Klein","144.16934","paid","Tampa-St. Petersburg-Clearwater, FL","72","Be (Intro)","73"
"Ra Ra Riot","Jacob","M","17","Klein","152.71138","paid","Tampa-St. Petersburg-Clearwater, FL","72","Can You Tell","73"
"Flyleaf","Jacob","M","18","Klein","167.8624","paid","Tampa-St. Petersburg-Clearwater, FL","72","There For You","73"
"Neil Young","Jacob","M","19","Klein","414.69342","paid","Tampa-St. Petersburg-Clearwater, FL","72","Danger Bird (Album Version)","73"
"A Day To Remember","Jacob","M","20","Klein","87.50975","paid","Tampa-St. Petersburg-Clearwater, FL","72","You Already Know What You Are","73"
"Del Tha Funkee Homosapien","Jacob","M","21","Klein","199.07873","paid","Tampa-St. Petersburg-Clearwater, FL","72","Sleepin' On My Couch","73"
"Leopoldo Federico","Jacob","M","22","Klein","205.73995","paid","Tampa-St. Petersburg-Clearwater, FL","72","La Cachila","73"
"Moose","Jacob","M","23","Klein","490.21342","paid","Tampa-St. Petersburg-Clearwater, FL","72","Do You Remember","73"
